давление 1E+5 Па.,   время 0 c.
давление 6,227E-1 Па.,   время 631 c.
давление 6,164E-1 Па.,   время 632 c.
давление 6,102E-1 Па.,   время 633 c.
давление 6,041E-1 Па.,   время 634 c.
давление 5,98E-1 Па.,   время 635 c.
давление 5,921E-1 Па.,   время 636 c.
давление 5,862E-1 Па.,   время 637 c.
давление 5,803E-1 Па.,   время 638 c.
давление 5,746E-1 Па.,   время 639 c.
давление 5,689E-1 Па.,   время 640 c.
давление 5,633E-1 Па.,   время 641 c.
давление 5,577E-1 Па.,   время 642 c.
давление 5,522E-1 Па.,   время 643 c.
давление 5,468E-1 Па.,   время 644 c.
давление 5,414E-1 Па.,   время 645 c.
давление 5,361E-1 Па.,   время 646 c.
давление 5,309E-1 Па.,   время 647 c.
давление 5,257E-1 Па.,   время 648 c.
давление 5,206E-1 Па.,   время 649 c.
давление 5,155E-1 Па.,   время 650 c.
давление 5,105E-1 Па.,   время 651 c.
давление 5,055E-1 Па.,   время 652 c.
давление 5,007E-1 Па.,   время 653 c.
давление 4,958E-1 Па.,   время 654 c.
давление 4,91E-1 Па.,   время 655 c.
давление 4,863E-1 Па.,   время 656 c.
давление 4,816E-1 Па.,   время 657 c.
давление 4,77E-1 Па.,   время 658 c.
давление 4,724E-1 Па.,   время 659 c.
давление 4,679E-1 Па.,   время 660 c.
давление 4,634E-1 Па.,   время 661 c.
давление 4,59E-1 Па.,   время 662 c.
давление 4,547E-1 Па.,   время 663 c.
давление 4,503E-1 Па.,   время 664 c.
давление 4,461E-1 Па.,   время 665 c.
давление 4,418E-1 Па.,   время 666 c.
давление 4,376E-1 Па.,   время 667 c.
давление 4,335E-1 Па.,   время 668 c.
давление 4,294E-1 Па.,   время 669 c.
давление 4,254E-1 Па.,   время 670 c.
давление 4,214E-1 Па.,   время 671 c.
давление 4,174E-1 Па.,   время 672 c.
давление 4,135E-1 Па.,   время 673 c.
давление 4,096E-1 Па.,   время 674 c.
давление 4,058E-1 Па.,   время 675 c.
давление 4,02E-1 Па.,   время 676 c.
давление 3,982E-1 Па.,   время 677 c.
давление 3,945E-1 Па.,   время 678 c.
давление 3,909E-1 Па.,   время 679 c.
давление 3,872E-1 Па.,   время 680 c.
давление 3,836E-1 Па.,   время 681 c.
давление 3,801E-1 Па.,   время 682 c.
давление 3,766E-1 Па.,   время 683 c.
давление 3,731E-1 Па.,   время 684 c.
давление 3,696E-1 Па.,   время 685 c.
давление 3,662E-1 Па.,   время 686 c.
давление 3,629E-1 Па.,   время 687 c.
давление 3,595E-1 Па.,   время 688 c.
давление 3,562E-1 Па.,   время 689 c.
давление 3,529E-1 Па.,   время 690 c.
давление 3,497E-1 Па.,   время 691 c.
давление 3,465E-1 Па.,   время 692 c.
давление 3,433E-1 Па.,   время 693 c.
давление 3,402E-1 Па.,   время 694 c.
давление 3,371E-1 Па.,   время 695 c.
давление 3,34E-1 Па.,   время 696 c.
давление 3,31E-1 Па.,   время 697 c.
давление 3,28E-1 Па.,   время 698 c.
давление 3,25E-1 Па.,   время 699 c.
давление 3,22E-1 Па.,   время 700 c.
давление 3,191E-1 Па.,   время 701 c.
давление 3,162E-1 Па.,   время 702 c.
давление 3,134E-1 Па.,   время 703 c.
давление 3,105E-1 Па.,   время 704 c.
давление 3,077E-1 Па.,   время 705 c.
давление 3,05E-1 Па.,   время 706 c.
давление 3,022E-1 Па.,   время 707 c.
давление 2,995E-1 Па.,   время 708 c.
давление 2,968E-1 Па.,   время 709 c.
давление 2,942E-1 Па.,   время 710 c.
давление 2,915E-1 Па.,   время 711 c.
давление 2,889E-1 Па.,   время 712 c.
давление 2,863E-1 Па.,   время 713 c.
давление 2,838E-1 Па.,   время 714 c.
давление 2,812E-1 Па.,   время 715 c.
давление 2,787E-1 Па.,   время 716 c.
давление 2,762E-1 Па.,   время 717 c.
давление 2,738E-1 Па.,   время 718 c.
давление 2,713E-1 Па.,   время 719 c.
давление 2,689E-1 Па.,   время 720 c.
давление 2,665E-1 Па.,   время 721 c.
давление 2,642E-1 Па.,   время 722 c.
давление 2,618E-1 Па.,   время 723 c.
давление 2,595E-1 Па.,   время 724 c.
давление 2,572E-1 Па.,   время 725 c.
давление 2,549E-1 Па.,   время 726 c.
давление 2,527E-1 Па.,   время 727 c.
давление 2,505E-1 Па.,   время 728 c.
давление 2,482E-1 Па.,   время 729 c.
давление 2,461E-1 Па.,   время 730 c.
давление 2,439E-1 Па.,   время 731 c.
давление 2,417E-1 Па.,   время 732 c.
давление 2,396E-1 Па.,   время 733 c.
давление 2,375E-1 Па.,   время 734 c.
давление 2,354E-1 Па.,   время 735 c.
давление 2,334E-1 Па.,   время 736 c.
давление 2,313E-1 Па.,   время 737 c.
давление 2,293E-1 Па.,   время 738 c.
давление 2,273E-1 Па.,   время 739 c.
давление 2,253E-1 Па.,   время 740 c.
давление 2,233E-1 Па.,   время 741 c.
давление 2,214E-1 Па.,   время 742 c.
давление 2,195E-1 Па.,   время 743 c.
давление 2,175E-1 Па.,   время 744 c.
давление 2,157E-1 Па.,   время 745 c.
давление 2,138E-1 Па.,   время 746 c.
давление 2,119E-1 Па.,   время 747 c.
давление 2,101E-1 Па.,   время 748 c.
давление 2,083E-1 Па.,   время 749 c.
давление 2,065E-1 Па.,   время 750 c.
давление 2,047E-1 Па.,   время 751 c.
давление 2,029E-1 Па.,   время 752 c.
давление 2,011E-1 Па.,   время 753 c.
давление 1,994E-1 Па.,   время 754 c.
давление 1,977E-1 Па.,   время 755 c.
давление 1,96E-1 Па.,   время 756 c.
давление 1,943E-1 Па.,   время 757 c.
давление 1,926E-1 Па.,   время 758 c.
давление 1,909E-1 Па.,   время 759 c.
давление 1,893E-1 Па.,   время 760 c.
давление 1,877E-1 Па.,   время 761 c.
давление 1,86E-1 Па.,   время 762 c.
давление 1,844E-1 Па.,   время 763 c.
давление 1,829E-1 Па.,   время 764 c.
давление 1,813E-1 Па.,   время 765 c.
давление 1,797E-1 Па.,   время 766 c.
давление 1,782E-1 Па.,   время 767 c.
давление 1,767E-1 Па.,   время 768 c.
давление 1,752E-1 Па.,   время 769 c.
давление 1,737E-1 Па.,   время 770 c.
давление 1,722E-1 Па.,   время 771 c.
давление 1,707E-1 Па.,   время 772 c.
давление 1,692E-1 Па.,   время 773 c.
давление 1,678E-1 Па.,   время 774 c.
давление 1,664E-1 Па.,   время 775 c.
давление 1,65E-1 Па.,   время 776 c.
давление 1,635E-1 Па.,   время 777 c.
давление 1,622E-1 Па.,   время 778 c.
давление 1,608E-1 Па.,   время 779 c.
давление 1,594E-1 Па.,   время 780 c.
давление 1,58E-1 Па.,   время 781 c.
давление 1,567E-1 Па.,   время 782 c.
давление 1,554E-1 Па.,   время 783 c.
давление 1,541E-1 Па.,   время 784 c.
давление 1,527E-1 Па.,   время 785 c.
давление 1,515E-1 Па.,   время 786 c.
давление 1,502E-1 Па.,   время 787 c.
давление 1,489E-1 Па.,   время 788 c.
давление 1,476E-1 Па.,   время 789 c.
давление 1,464E-1 Па.,   время 790 c.
давление 1,452E-1 Па.,   время 791 c.
давление 1,439E-1 Па.,   время 792 c.
давление 1,427E-1 Па.,   время 793 c.
давление 1,415E-1 Па.,   время 794 c.
давление 1,403E-1 Па.,   время 795 c.
давление 1,391E-1 Па.,   время 796 c.
давление 1,38E-1 Па.,   время 797 c.
давление 1,368E-1 Па.,   время 798 c.
давление 1,356E-1 Па.,   время 799 c.
давление 1,345E-1 Па.,   время 800 c.
давление 1,334E-1 Па.,   время 801 c.
давление 1,322E-1 Па.,   время 802 c.
давление 1,311E-1 Па.,   время 803 c.
давление 1,3E-1 Па.,   время 804 c.
давление 1,289E-1 Па.,   время 805 c.
давление 1,279E-1 Па.,   время 806 c.
давление 1,268E-1 Па.,   время 807 c.
давление 1,257E-1 Па.,   время 808 c.
давление 1,247E-1 Па.,   время 809 c.
давление 1,236E-1 Па.,   время 810 c.
давление 1,226E-1 Па.,   время 811 c.
давление 1,216E-1 Па.,   время 812 c.
давление 1,205E-1 Па.,   время 813 c.
давление 1,195E-1 Па.,   время 814 c.
давление 1,185E-1 Па.,   время 815 c.
давление 1,176E-1 Па.,   время 816 c.
давление 1,166E-1 Па.,   время 817 c.
давление 1,156E-1 Па.,   время 818 c.
давление 1,146E-1 Па.,   время 819 c.
давление 1,137E-1 Па.,   время 820 c.
давление 1,127E-1 Па.,   время 821 c.
давление 1,118E-1 Па.,   время 822 c.
давление 1,109E-1 Па.,   время 823 c.
давление 1,099E-1 Па.,   время 824 c.
давление 1,09E-1 Па.,   время 825 c.
давление 1,081E-1 Па.,   время 826 c.
давление 1,072E-1 Па.,   время 827 c.
давление 1,063E-1 Па.,   время 828 c.
давление 1,054E-1 Па.,   время 829 c.
давление 1,046E-1 Па.,   время 830 c.
давление 1,037E-1 Па.,   время 831 c.
давление 1,028E-1 Па.,   время 832 c.
давление 1,02E-1 Па.,   время 833 c.
давление 1,011E-1 Па.,   время 834 c.
давление 1,003E-1 Па.,   время 835 c.
давление 9,947E-2 Па.,   время 836 c.
давление 9,864E-2 Па.,   время 837 c.
давление 9,783E-2 Па.,   время 838 c.
давление 9,702E-2 Па.,   время 839 c.
давление 9,622E-2 Па.,   время 840 c.
давление 9,542E-2 Па.,   время 841 c.
давление 9,463E-2 Па.,   время 842 c.
давление 9,385E-2 Па.,   время 843 c.
давление 9,307E-2 Па.,   время 844 c.
давление 9,231E-2 Па.,   время 845 c.
давление 9,154E-2 Па.,   время 846 c.
давление 9,079E-2 Па.,   время 847 c.
давление 9,004E-2 Па.,   время 848 c.
давление 8,93E-2 Па.,   время 849 c.
давление 8,856E-2 Па.,   время 850 c.
давление 8,783E-2 Па.,   время 851 c.
давление 8,711E-2 Па.,   время 852 c.
давление 8,639E-2 Па.,   время 853 c.
